order_id,customer_name,customer_gender,date_of_birth,email,phone,country,city,region,pincode,customer_segment,product_category,product_name,quantity,unit_price,discount,order_date,payment_mode,order_status,revenue,flag_negative_qty,flag_invalid_discount,duplicates_order_id,duplicate_order_id
ORD10947,Melissa Salinas,Female,,ogarza@example.org,4559340508,United States,New Robert,North,11485.0,Home Office,Clothing,Men's T-Shirt,1,272.45,0.0,,Credit  Card,Returned,272.45,False,False,unique,unique
ORD12759,Matthew Campbell,Male,,cruzamy@example.org,657.482.9924,CANADA,West Kim,West,53708.0,Corporate,Clothing,Women's Jeans,2,151.3,0.1,,Debit Card,Shipped,272.34,False,True,unique,unique
ORD11011,Abigail Meadows,Male,,riveralisa@example.com,406.363.6050,UNITED KINGDOM,Adamstown,South,82269.0,Corporate,Clothing,Formal Shirt,1,272.27,0.0,,Debit Card,Delivered,272.27,False,False,unique,unique
ORD10986,Jerry Williams,Male,1983-06-12,,+1-326-940-7030x880,India,South Edward,East,22207.0,Home Office,Clothing,Women's Jeans,2,160.04,0.15,,Credit Card,Returned,272.07,False,True,unique,unique
ORD11808,Amanda Reed,Male,,boonelee@example.net,308-919-9684x45657,India,Kellyburgh,East,,Home Office,Books,Cook Book,3,100.68,0.1,2023-01-25,Credit Card,Pending,271.84,False,True,unique,unique
ORD12470,Heather Smith,Male,,lauren05@example.net,,India,Lake Philip,East,61132.0,Corporate,Home & Kitchen,Blender,3,90.58,0.0,,Upi,Cancelled,271.74,False,True,unique,unique
ORD11406,Samuel Smith,Male,,ycase@example.net,(632)556-7322x3487,India,South Elizabethtown,North,13088.0,Home Office,Sports,Football,2,159.75,0.15,,Credit Card,Delivered,271.58,False,True,unique,unique
ORD10679,Abigail Mills Md,Female,1998-09-28,travisyoung@example.com,896.638.4526,UNITED STATES,Johnville,East,,Home Office,Sports,Cricket Bat,2,135.64,0.0,,Cash On Delivery,Cancelled,271.28,False,True,unique,unique
ORD10015,Sarah Wagner,Female,,davisrodney@example.com,2053242786,UNITED STATES,Lake Rebeccaside,South,5223.0,Consumer,Home & Kitchen,Non-stick Pan,1,318.97,0.15,2024-09-01,Debit Card,Cancelled,271.12,False,False,unique,unique
ORD11343,Rebecca Gordon,Female,,craigsean@example.com,909-399-8632x45352,India,North Christopherton,East,92400.0,Consumer,Sports,Yoga Mat,1,318.9,0.15,,Cash On Delivery,Cancelled,271.06,False,False,unique,unique
ORD12129,David Lopez,Female,,hortonmaria@example.com,796-879-2960,India,Jimmyview,South,89465.0,Consumer,Books,Cook Book,1,269.96,0.0,2024-08-04,Credit  Card,Returned,269.96,False,False,unique,unique
ORD11883,Brandon Marshall,Male,,thomasleah@example.org,9272864995,United States,West Davidberg,West,,Consumer,Home & Kitchen,Non-stick Pan,2,134.93,0.0,,Upi,Returned,269.86,False,True,unique,unique
ORD12161,Joel James,Female,,,207.279.9751,UNITED STATES,Padillastad,North,13406.0,Home Office,Books,Fiction Novel,2,269.73,0.5,,Debit Card,Returned,269.73,False,True,unique,unique
ORD12003,Joe Evans,Male,1971-06-10,,,United States,North Harold,South,,Corporate,Beauty,Hair Serum,2,158.51,0.15,,Credit  Card,Pending,269.47,False,True,duplicates,duplicates
ORD10832,Cody Lawson,Female,1998-06-02,duranlindsay@example.org,,United Kingdom,Johnsontown,East,64908.0,Home Office,Books,Cook Book,2,134.63,0.0,,Debit Card,Delivered,269.26,False,True,unique,unique
ORD12106,Timothy Smith,Male,,erika25@example.com,,CANADA,Lake Ashley,North,19651.0,Corporate,Home & Kitchen,Cushion Cover,1,268.65,0.0,,Debit Card,Cancelled,268.65,False,False,unique,unique
ORD10899,Gene Morris,,2002-07-17,odavis@example.com,731.356.6397x925,United States,South Kellyfurt,West,89478.0,Home Office,Home & Kitchen,LED Lamp,2,157.16,0.15,2024-03-23,Net Banking,Delivered,267.17,False,True,unique,unique
ORD12629,James Weber,Female,1972-03-19,cstrong@example.net,(778)863-4876,India,East Alyssaton,North,54008.0,Home Office,Books,Kids Story Book,1,281.22,0.05,,Cash On Delivery,Returned,267.16,False,False,unique,unique
ORD10200,Ellen Wright,Male,1974-03-29,davidroberson@example.org,4554778487,CANADA,Welchshire,West,57514.0,Consumer,Sports,Dumbbell Set,1,313.49,0.15,,Upi,Shipped,266.47,False,False,unique,unique
ORD12139,Jared Newman,Female,,olsonmike@example.com,,India,North Anthony,West,24934.0,Home Office,Electronics,Laptop Stand,1,313.32,0.15,,Upi,Returned,266.32,False,False,unique,unique
ORD10620,Claire Johnson,Male,,,,India,Port Matthew,East,65983.0,Home Office,Beauty,Hair Serum,1,266.14,0.0,,Debit Card,Shipped,266.14,False,False,unique,unique
ORD12374,Robin Cook,Male,,rwright@example.net,328.523.9132,India,Myersview,South,82247.0,Home Office,Clothing,Women's Jeans,1,331.43,0.2,,Upi,Pending,265.14,False,False,unique,unique
ORD12168,Cynthia Howard,,,bergercatherine@example.net,854.472.8639,India,Lindsayburgh,South,,Home Office,Books,Fiction Novel,1,264.71,0.0,2023-06-19,Credit Card,Pending,264.71,False,False,unique,unique
ORD10150,Lauren Smith,Male,2008-07-27,anna99@example.com,517-215-4544x4328,United States,Guerreroberg,North,95041.0,Consumer,Clothing,Winter Jacket,3,88.1,0.0,,Credit Card,Returned,264.3,False,True,unique,unique
ORD10164,Larry Montgomery,Male,,diamondbryant@example.com,(303)575-8997x571,India,West Michaelport,West,72287.0,Corporate,Beauty,Sunscreen SPF50,1,293.6,0.1,,Cash On Delivery,Shipped,264.24,False,False,unique,unique
ORD10027,Tyler Reid,Male,,ryangross@example.net,998-577-6945x314,United States,Hudsonfurt,South,44593.0,Corporate,Beauty,Hair Serum,3,88.06,0.0,,Credit Card,Shipped,264.18,False,True,unique,unique
ORD11389,Angela Garcia,Male,,bruceray@example.com,924-973-8852x3774,CANADA,North Taylorside,East,,Consumer,Clothing,Formal Shirt,3,175.63,0.5,,Cash On Delivery,Pending,263.44,False,True,unique,unique
ORD12318,Erin Hodges,Female,2004-02-02,nclark@example.org,(870)828-9966,India,Lisaview,North,,Consumer,Books,Cook Book,2,154.85,0.15,,Net Banking,Cancelled,263.24,False,True,unique,unique
ORD11823,Tyler Morrison,Female,,reynoldsjeffrey@example.com,,India,Beckerview,North,18794.0,Corporate,Sports,Cricket Bat,1,309.63,0.15,2023-07-23,Net Banking,Returned,263.19,False,False,unique,unique
ORD12936,Sheri Miller,Male,,higginsautumn@example.org,424-512-9635x9752,United States,North Kathleen,East,29385.0,Consumer,Beauty,Lipstick Set,1,328.89,0.2,2024-03-05,Net Banking,Delivered,263.11,False,False,unique,unique
ORD11934,Barbara Thomas,Female,,kathy14@example.org,325.252.0328x65918,UNITED STATES,Jacobborough,North,79764.0,Consumer,Sports,Football,2,164.31,0.2,,Cash On Delivery,Delivered,262.9,False,True,unique,unique
ORD12879,Jennifer Rodriguez,Male,,iwilkinson@example.org,587.958.1589x18623,CANADA,Brianmouth,North,9370.0,Consumer,Books,Self-Help Book,5,58.4,0.1,,Credit Card,Returned,262.8,False,True,unique,unique
ORD12162,John Serrano,,,stephanie61@example.com,001-404-711-7082x9220,India,Port Hollytown,East,,Corporate,Beauty,Face Wash,1,262.3,0.0,,Cash On Delivery,Pending,262.3,False,False,unique,unique
ORD10363,Carolyn Heath,Male,1980-04-27,veronicaanderson@example.com,516.932.3467x2994,India,Jamesberg,East,58923.0,Home Office,Clothing,Winter Jacket,3,109.26,0.2,2023-02-16,Cash On Delivery,Delivered,262.22,False,True,unique,unique
ORD12039,Felicia Harrison,Female,,vjones@example.org,,United States,Lopezberg,East,38705.0,Consumer,Home & Kitchen,Cushion Cover,1,308.48,0.15,2023-08-23,Cash On Delivery,Shipped,262.21,False,False,unique,unique
ORD10784,Sean Glass,Female,,garymartinez@example.org,,India,East Jerrytown,North,2634.0,Consumer,Beauty,Face Wash,1,262.2,0.0,,Credit  Card,Cancelled,262.2,False,False,unique,unique
ORD11235,Wyatt Thomas,Male,,fordgregory@example.com,,UNITED KINGDOM,North Carmen,South,,Corporate,Home & Kitchen,Storage Box,1,261.7,0.0,2024-04-10,Credit Card,Pending,261.7,False,False,unique,unique
ORD11625,Billy Jackson,Male,,,001-484-667-9017x5227,India,Murphyburgh,East,,Consumer,Beauty,Face Wash,1,261.31,0.0,2023-06-02,Cash On Delivery,Shipped,261.31,False,False,unique,unique
ORD12875,Brianna Meyer,Male,,nhall@example.net,692-415-7864,UNITED STATES,Millerburgh,East,,Consumer,Home & Kitchen,LED Lamp,1,307.19,0.15,,Upi,Cancelled,261.11,False,False,unique,unique
ORD12238,Dr. Autumn Wallace Md,Female,,michaelgonzalez@example.org,992-915-1569x4438,United States,South Sarahbury,East,,Consumer,Sports,Dumbbell Set,1,290.05,0.1,,Credit Card,Delivered,261.04,False,False,unique,unique
ORD10189,Miss Kelly Dawson,Female,,,001-427-270-3843x09883,India,Johntown,North,,Corporate,Home & Kitchen,Cushion Cover,1,289.61,0.1,,Upi,Pending,260.65,False,False,unique,unique
ORD12916,Kayla Miller,Male,,njones@example.org,001-336-561-7658,CANADA,Flowerstown,South,,Consumer,Sports,Dumbbell Set,2,260.58,0.5,2023-11-04,Net Banking,Pending,260.58,False,True,unique,unique
ORD11709,Allison Mcknight,Male,1987-02-19,,001-310-556-3586x9902,UNITED STATES,North Robertchester,South,,Consumer,Home & Kitchen,Blender,1,306.13,0.15,2023-08-10,Cash On Delivery,Returned,260.21,False,False,unique,unique
ORD10937,Madeline Cruz,Male,1983-09-11,nicholstodd@example.org,2767810248,India,Stevenhaven,North,4626.0,Home Office,Beauty,Sunscreen SPF50,3,86.59,0.0,,Cash On Delivery,Cancelled,259.77,False,True,unique,unique
ORD12415,Jennifer Edwards,Female,,paul17@example.org,517-541-4655x4512,UNITED STATES,Michaelland,West,54899.0,Home Office,Books,Fiction Novel,1,272.27,0.05,,Debit Card,Returned,258.66,False,False,unique,unique
ORD11169,Suzanne Johnson,,,,+1-392-317-7351x668,UNITED KINGDOM,East Sydney,West,62166.0,Corporate,Clothing,Running Shoes,1,271.88,0.05,2023-05-21,Upi,Shipped,258.29,False,False,unique,unique
ORD11789,Anne Miles,Female,,joshuanorris@example.com,721-274-6453x31649,CANADA,Johnsonmouth,West,,Home Office,Electronics,Wireless Mouse,1,258.17,0.0,2024-04-16,Upi,Pending,258.17,False,False,unique,unique
ORD10886,Brenda Villarreal,Female,,maddenmark@example.com,,UNITED STATES,South Carlmouth,North,7346.0,Consumer,Sports,Cricket Bat,1,258.17,0.0,,Cash On Delivery,Shipped,258.17,False,False,unique,unique
ORD11765,Christine Scott,Female,,melvin09@example.net,(242)652-7505x688,United States,Lake Alexander,West,,Consumer,Clothing,Running Shoes,2,151.14,0.15,,Debit Card,Pending,256.94,False,True,unique,unique
ORD10470,Nathan Hill,Female,2007-09-22,vincent83@example.com,001-686-681-2259x572,CANADA,Jonesfort,North,,Home Office,Electronics,Bluetooth Speaker,1,270.3,0.05,,Credit Card,Cancelled,256.79,False,False,unique,unique
ORD11643,Craig Armstrong,Male,,baileytroy@example.org,536-292-2591x642,UNITED STATES,East Timothyfurt,South,77362.0,Corporate,Books,Cook Book,1,256.45,0.0,,Cash On Delivery,Pending,256.45,False,False,unique,unique
ORD10123,Carrie Ruiz,Male,,smithcarlos@example.com,800.368.4866,UNITED KINGDOM,West Christopher,West,10858.0,Corporate,Beauty,Lipstick Set,1,284.87,0.1,,Debit Card,Cancelled,256.38,False,False,unique,unique
ORD11862,Victoria Pierce,Female,1962-09-26,phyllis83@example.org,365-286-7260x213,UNITED KINGDOM,Warnerchester,West,39513.0,Corporate,Electronics,Bluetooth Speaker,2,256.26,0.5,,Upi,Delivered,256.26,False,True,unique,unique
ORD12035,Ashley Cabrera,,,wshelton@example.org,,CANADA,Aaronberg,North,,Corporate,Beauty,Lipstick Set,2,134.87,0.05,,Cash On Delivery,Pending,256.25,False,True,unique,unique
ORD11161,Laura White,Male,2006-04-20,stanleygary@example.org,(359)934-1040x6291,United States,East William,South,37301.0,Home Office,Books,Cook Book,3,94.74,0.1,2023-12-17,Cash On Delivery,Shipped,255.8,False,True,unique,unique
ORD11627,Michael Peterson,Male,1994-07-18,emmafranklin@example.com,,India,Thorntonmouth,East,,Consumer,Clothing,Winter Jacket,3,170.31,0.5,,Credit Card,Pending,255.46,False,True,unique,unique
ORD11801,Robert Yang,Female,1969-07-08,hbanks@example.org,+1-693-671-5193x178,United Kingdom,New Aaron,East,58731.0,Corporate,Books,Fiction Novel,5,102.17,0.5,2024-04-10,Debit Card,Cancelled,255.42,False,True,unique,unique
ORD11449,Alexander Alexander,Male,,angela07@example.net,,India,West Jeromeborough,South,26547.0,Consumer,Beauty,Lipstick Set,2,127.64,0.0,2024-06-16,Net Banking,Delivered,255.28,False,True,unique,unique
ORD11371,Susan Miller Dvm,Male,,montgomerypamela@example.com,705-801-3320x3449,UNITED KINGDOM,South Chasehaven,East,62727.0,Home Office,Electronics,Smartwatch,2,127.23,0.0,,Cash On Delivery,Shipped,254.46,False,True,unique,unique
ORD11865,Darrell Aguirre,Female,1977-06-27,iortiz@example.org,840.878.4640x15774,UNITED STATES,North Carol,West,91985.0,Consumer,Sports,Cricket Bat,1,254.37,0.0,,Net Banking,Pending,254.37,False,False,unique,unique
ORD12539,Robert Esparza,Male,1975-01-01,ngates@example.net,758-397-3037,UNITED STATES,Elizabethport,East,84065.0,Home Office,Books,Self-Help Book,1,282.4,0.1,2024-09-22,Credit  Card,Delivered,254.16,False,False,unique,unique
ORD11569,Kenneth Medina,Female,,brittneymason@example.org,854.442.2061x850,India,Bowersbury,North,85088.0,Consumer,Sports,Dumbbell Set,1,282.0,0.1,,Upi,Shipped,253.8,False,False,unique,unique
ORD11651,Kenneth Sanchez,Male,,cvincent@example.com,(428)622-6195x490,CANADA,Bettyport,South,,Home Office,Books,Cook Book,3,89.01,0.05,,Upi,Pending,253.68,False,True,unique,unique
ORD10690,Luke Johnson,Female,1995-06-08,michaelsherman@example.com,+1-362-312-7602x50826,India,East Charles,South,54902.0,Corporate,Home & Kitchen,Cushion Cover,1,252.95,0.0,,Credit  Card,Delivered,252.95,False,False,unique,unique
ORD10036,Mr. Anthony Adams Jr.,Female,,omartinez@example.net,324.980.8613,CANADA,Lake Marilynfort,East,94427.0,Home Office,Books,Kids Story Book,2,252.73,0.5,,Net Banking,Delivered,252.73,False,True,unique,unique
ORD10217,Allison Torres,Male,,chanson@example.org,435.621.1039,India,West Heatherville,West,40493.0,Home Office,Beauty,Lipstick Set,1,265.74,0.05,2023-11-25,Cash On Delivery,Returned,252.45,False,False,unique,unique
ORD10279,Natalie Perry,Female,,lindawaller@example.com,,United States,Taylorshire,North,78873.0,Corporate,Beauty,Face Wash,2,252.34,0.5,2023-03-04,Debit Card,Delivered,252.34,False,True,unique,unique
ORD12648,Deborah Jones,Female,,joshuajones@example.com,(369)738-6512x054,India,New Anthony,West,63874.0,Corporate,Home & Kitchen,Storage Box,2,140.08,0.1,,Credit Card,Delivered,252.14,False,True,unique,unique
ORD11226,Heather Rose,Male,,ibrown@example.org,+1-583-241-3351,India,West Jakemouth,West,,Consumer,Home & Kitchen,Non-stick Pan,2,126.06,0.0,2024-10-26,Net Banking,Returned,252.12,False,True,unique,unique
ORD10077,Emily Higgins,Female,,theresa25@example.net,+1-415-337-1473,United Kingdom,West Soniachester,East,33042.0,Consumer,Electronics,Earbuds,1,252.03,0.0,2024-12-03,Cash On Delivery,Returned,252.03,False,False,unique,unique
ORD12513,Susan Carr,,,ortegamark@example.net,284-414-9228x356,United States,Port Brittney,East,47229.0,Home Office,Beauty,Lipstick Set,2,251.74,0.5,,Cash On Delivery,Cancelled,251.74,False,True,unique,unique
ORD12933,Sarah Flores,Male,,brittanyhill@example.org,,UNITED STATES,Loriburgh,West,18642.0,Home Office,Electronics,Wireless Mouse,1,251.48,0.0,,Cash On Delivery,Cancelled,251.48,False,False,unique,unique
ORD10653,Julie Perry,Male,,pennylivingston@example.com,(905)276-6194x588,UNITED STATES,Jonesmouth,North,25860.0,Consumer,Sports,Yoga Mat,1,250.85,0.0,,Credit Card,Shipped,250.85,False,False,duplicates,duplicates
ORD10124,Robert Herrera,Female,,collinssamuel@example.org,6314617990,CANADA,North Jeantown,East,21974.0,Consumer,Sports,Dumbbell Set,5,55.7,0.1,,Upi,Returned,250.65,False,True,unique,unique
ORD11330,Travis Rhodes,Male,,cmejia@example.com,+1-670-215-1200x3934,India,Grahamfort,South,,Consumer,Beauty,Face Wash,1,312.61,0.2,,Credit Card,Shipped,250.09,False,False,unique,unique
ORD11674,Cindy Clark,Male,,allenspencer@example.com,,India,North Taylorfurt,North,20456.0,Consumer,Sports,Dumbbell Set,2,124.7,0.0,2024-01-11,Credit Card,Shipped,249.4,False,True,unique,unique
ORD10136,Christopher Lang,Male,,johnsonbrenda@example.org,,CANADA,Port Aliciastad,North,10007.0,Consumer,Beauty,Lipstick Set,3,82.87,0.0,2023-09-30,Cash On Delivery,Shipped,248.61,False,True,unique,unique
ORD11336,Glenn Glenn,,,,960.756.6880x31664,India,East Stevenhaven,West,25523.0,Home Office,Books,Self-Help Book,1,310.63,0.2,2024-10-17,Credit  Card,Delivered,248.5,False,False,unique,unique
ORD10443,Randy Hernandez,Female,,armstronganthony@example.net,(575)823-3438,India,Donnaview,South,11375.0,Home Office,Clothing,Running Shoes,1,248.45,0.0,,Debit Card,Returned,248.45,False,False,unique,unique
ORD10888,John Ferguson,Male,,morenorobert@example.org,001-433-389-2608x788,India,Laurafort,South,71713.0,Consumer,Books,Fiction Novel,2,130.61,0.05,,Cash On Delivery,Shipped,248.16,False,True,unique,unique
ORD12184,Dr. Sarah Clayton,,,bsandoval@example.net,(516)894-1351x2848,CANADA,Tiffanystad,East,77567.0,Consumer,Home & Kitchen,Blender,1,291.76,0.15,,Upi,Returned,248.0,False,False,unique,unique
ORD10227,Stephanie Khan,Female,,heather21@example.org,875-818-6892,India,Port Georgemouth,North,74621.0,Corporate,Home & Kitchen,Non-stick Pan,5,98.99,0.5,,Debit Card,Returned,247.48,False,True,unique,unique
ORD10280,John Dillon,Male,,fitzpatrickbrittany@example.com,406-546-2879,CANADA,Port Patrick,South,73097.0,Consumer,Electronics,Earbuds,1,247.0,0.0,,Credit Card,Cancelled,247.0,False,False,unique,unique
ORD11915,Kathy Green,Female,,,872.513.2677,CANADA,Port Sherri,South,94231.0,Home Office,Books,Cook Book,2,246.78,0.5,,Debit Card,Cancelled,246.78,False,True,unique,unique
ORD10498,Jenna Howard,Female,,robinsonsydney@example.com,(975)836-1275x15627,United States,North Kelly,West,,Corporate,Beauty,Sunscreen SPF50,1,290.14,0.15,,Net Banking,Shipped,246.62,False,False,unique,unique
ORD10065,Ricardo Young,Male,1966-06-13,robertbauer@example.com,,India,North Maryfort,East,,Consumer,Sports,Cricket Bat,2,129.74,0.05,,Net Banking,Cancelled,246.51,False,True,unique,unique
ORD12833,Jessica Shah,Male,,stevenaguirre@example.net,440-613-0597x2533,United States,Shaffermouth,West,88010.0,Home Office,Home & Kitchen,Cushion Cover,2,144.96,0.15,,Credit Card,Returned,246.43,False,True,unique,unique
ORD11175,Chelsea Ortiz,Male,,emily89@example.org,643.275.1866,CANADA,Parsonsstad,West,38245.0,Home Office,Clothing,Men's T-Shirt,1,289.89,0.15,,Credit Card,Cancelled,246.41,False,False,unique,unique
ORD11082,Angela Trevino,Female,,daniel30@example.com,262.640.8710x06689,UNITED STATES,South Derekberg,South,,Corporate,Books,Self-Help Book,1,289.74,0.15,2023-01-06,Upi,Shipped,246.28,False,False,unique,unique
ORD11453,Karen Schultz,Male,1970-04-21,wendyroy@example.org,(214)743-5754x78935,India,South Anthony,South,61756.0,Home Office,Beauty,Lipstick Set,1,258.88,0.05,,Credit Card,Returned,245.94,False,False,unique,unique
ORD10094,Travis Hobbs,Male,2004-05-09,dpeters@example.com,+1-568-656-6246x2873,India,Port Steven,West,8053.0,Consumer,Beauty,Face Wash,1,490.93,0.5,,Credit Card,Returned,245.46,False,False,unique,unique
ORD10269,Nicole Johnson,Female,1982-06-07,morgansullivan@example.com,,CANADA,Padillatown,East,82723.0,Consumer,Books,Kids Story Book,1,288.57,0.15,2023-02-21,Upi,Delivered,245.28,False,False,unique,unique
ORD12295,Jose Powell,Female,1994-10-16,hopkinskaren@example.org,,UNITED STATES,Lake Michaelborough,East,10624.0,Corporate,Home & Kitchen,LED Lamp,1,244.96,0.0,,Credit Card,Pending,244.96,False,False,unique,unique
ORD11497,Susan Torres,Female,,ocole@example.com,+1-756-891-9220x513,UNITED KINGDOM,Port Sara,South,75072.0,Home Office,Books,Cook Book,1,244.75,0.0,2024-11-12,Cash On Delivery,Delivered,244.75,False,False,unique,unique
ORD10823,Robert Lamb,Female,1972-02-29,mccarthymichael@example.net,876.605.4576x94757,United States,Staceystad,East,31948.0,Consumer,Home & Kitchen,Cushion Cover,1,287.75,0.15,,Credit Card,Shipped,244.59,False,False,unique,unique
ORD11694,Allison Moreno,,,erica85@example.com,373.704.3763,India,Arianafort,South,3358.0,Corporate,Sports,Dumbbell Set,1,305.64,0.2,2023-12-26,Cash On Delivery,Returned,244.51,False,False,unique,unique
ORD11263,Johnathan Thomas,Female,,,6675549393,United States,Matthewsview,South,,Consumer,Electronics,Earbuds,1,287.63,0.15,2023-08-22,Debit Card,Pending,244.49,False,False,unique,unique
ORD12749,Christine Morris,Male,2003-12-09,,(713)764-0294x220,UNITED KINGDOM,East Vickiville,East,19494.0,Consumer,Clothing,Formal Shirt,1,271.59,0.1,,Upi,Returned,244.43,False,False,unique,unique
ORD12584,Lori Cummings,Female,1969-12-31,brianvelasquez@example.org,5587181585,United States,Port Morganberg,West,79448.0,Home Office,Clothing,Winter Jacket,1,287.52,0.15,,Cash On Delivery,Delivered,244.39,False,False,unique,unique
ORD10125,Joseph Carson,Female,,david41@example.org,464-781-4917x78507,UNITED STATES,West Kerri,West,,Corporate,Clothing,Women's Jeans,1,287.19,0.15,,Cash On Delivery,Returned,244.11,False,False,unique,unique
ORD10540,Kelly Gray,Female,,monicaolson@example.com,(701)953-4332x4913,India,Hudsontown,South,,Corporate,Electronics,Earbuds,2,143.59,0.15,2024-09-05,Cash On Delivery,Shipped,244.1,False,True,unique,unique
ORD11506,Scott Chan,Female,,cindy54@example.net,(810)318-1889,CANADA,East Kathryn,West,,Home Office,Books,Kids Story Book,1,244.1,0.0,,Credit  Card,Shipped,244.1,False,False,unique,unique
ORD11234,Kevin Miller,Female,,chelseasmith@example.com,001-309-970-3425,India,North Andreastad,East,73724.0,Corporate,Books,Fiction Novel,1,243.86,0.0,,Net Banking,Cancelled,243.86,False,False,unique,unique
ORD11435,Kyle Crawford,Male,,lisa61@example.net,988.617.8602x15992,India,South Samuel,West,29283.0,Corporate,Beauty,Hair Serum,2,143.0,0.15,,Credit Card,Cancelled,243.1,False,True,unique,unique
ORD11376,Nicholas Pittman,Female,,aliciasmall@example.net,001-825-285-4551x391,United States,West April,West,22140.0,Home Office,Clothing,Women's Jeans,1,242.62,0.0,,Debit Card,Cancelled,242.62,False,False,unique,unique
ORD11290,Lauren Stone,Female,,zachary70@example.net,961.900.7701,India,Lake Timothy,East,75752.0,Corporate,Home & Kitchen,Cushion Cover,1,242.4,0.0,2024-10-24,Cash On Delivery,Shipped,242.4,False,False,unique,unique
ORD12348,Bridget Murphy,Male,,bethany00@example.org,001-276-289-3345,CANADA,Daltonstad,West,12204.0,Home Office,Clothing,Men's T-Shirt,1,267.83,0.1,,Debit Card,Shipped,241.05,False,False,unique,unique
ORD12979,Evan Leonard,Female,,jonathon31@example.net,+1-761-418-6981x4218,UNITED KINGDOM,North Sarah,South,39175.0,Consumer,Home & Kitchen,Blender,1,480.98,0.5,,Credit  Card,Pending,240.49,False,False,unique,unique
ORD10397,Melinda Russell,Male,,,855-542-3401,United States,Lynnville,South,23534.0,Consumer,Home & Kitchen,Blender,2,126.24,0.05,,Debit Card,Shipped,239.86,False,True,unique,unique
ORD10454,Francisco Hernandez,Female,1988-08-20,qwalsh@example.org,783.597.7457x31441,United Kingdom,Lake Christian,North,65329.0,Corporate,Clothing,Women's Jeans,1,479.22,0.5,2023-02-13,Credit  Card,Returned,239.61,False,False,unique,unique
ORD11019,Karen Hartman,Male,,croberts@example.org,,UNITED STATES,West John,South,21979.0,Consumer,Home & Kitchen,Storage Box,3,79.82,0.0,,Credit Card,Cancelled,239.46,False,True,unique,unique
ORD12281,Autumn Graham,Male,,mooresue@example.org,550.400.6991x5585,UNITED STATES,Port Jonathan,South,42289.0,Consumer,Home & Kitchen,Storage Box,5,47.89,0.0,,Credit  Card,Cancelled,239.45,False,True,unique,unique
ORD10488,Zachary Miller,Female,,arianacuevas@example.net,+1-968-718-0978,CANADA,Jamesshire,North,38913.0,Home Office,Home & Kitchen,Non-stick Pan,1,251.97,0.05,,Net Banking,Returned,239.37,False,False,unique,unique
ORD10140,Olivia Perez,Female,,phillipslucas@example.org,952-262-1815,India,Dunlapburgh,West,,Consumer,Beauty,Lipstick Set,2,149.38,0.2,,Debit Card,Pending,239.01,False,True,unique,unique
ORD12873,Levi Cox,Female,,williamprice@example.com,+1-556-475-3866x88145,United Kingdom,Lisaborough,North,97867.0,Corporate,Home & Kitchen,Blender,1,251.42,0.05,2024-10-10,Net Banking,Cancelled,238.85,False,False,unique,unique
ORD10935,Brittney Huerta,Male,,bowenjonathan@example.net,+1-747-485-5011x3753,India,North Thomasburgh,North,73653.0,Home Office,Books,Kids Story Book,1,298.13,0.2,,Debit Card,Pending,238.5,False,False,unique,unique
ORD10236,Dr. Eric Murphy,Female,,shortsharon@example.net,(230)376-8104,CANADA,Steventon,North,,Corporate,Beauty,Hair Serum,3,99.29,0.2,2023-03-17,Credit  Card,Returned,238.3,False,True,unique,unique
ORD10918,Adrian Orr,Male,,kathleensmith@example.org,3882634673,India,New Adrianashire,East,12295.0,Corporate,Clothing,Men's T-Shirt,1,297.75,0.2,,Upi,Cancelled,238.2,False,False,unique,unique
ORD11397,Jennifer Galvan,Male,1969-12-01,,,India,Hamiltonborough,West,34300.0,Consumer,Electronics,Earbuds,2,148.62,0.2,2023-04-05,Debit Card,Delivered,237.79,False,True,unique,unique
ORD11769,Gloria Turner,Male,2004-07-11,jaimegarcia@example.com,+1-218-301-6648x02362,United States,New Allison,East,91350.0,Consumer,Sports,Dumbbell Set,1,279.46,0.15,2024-06-22,Credit Card,Shipped,237.54,False,False,unique,unique
ORD11847,Lonnie Hansen,,,lynnbullock@example.net,618.634.1000x6658,India,Port Jennifer,West,74368.0,Consumer,Books,Kids Story Book,1,263.68,0.1,,Upi,Returned,237.31,False,False,unique,unique
ORD12622,Julie Edwards,Male,2005-02-21,carolthomas@example.com,,CANADA,Williamsonton,South,44586.0,Home Office,Electronics,Earbuds,1,237.24,0.0,,Cash On Delivery,Returned,237.24,False,False,unique,unique
ORD12486,Jenna Brown,Male,1970-11-19,kingamy@example.net,+1-848-322-3322x846,CANADA,Millerhaven,West,,Home Office,Electronics,Laptop Stand,2,236.52,0.5,,Upi,Cancelled,236.52,False,True,unique,unique
ORD12226,Ricky Franklin,Male,1981-06-09,megan91@example.net,7476164954,United States,Reginastad,West,61813.0,Corporate,Sports,Yoga Mat,1,472.71,0.5,,Credit  Card,Pending,236.36,False,False,unique,unique
ORD10747,Luis Johnson,Female,,dorothy87@example.org,793.504.9366,United Kingdom,Lake Haroldport,North,,Corporate,Clothing,Men's T-Shirt,1,295.11,0.2,,Net Banking,Cancelled,236.09,False,False,unique,unique
ORD10841,Jose Hardy,,,hunter12@example.org,(619)615-0576,India,Marshport,West,63407.0,Consumer,Home & Kitchen,Cushion Cover,5,94.4,0.5,2023-01-06,Upi,Pending,236.0,False,True,unique,unique
